id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
886,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine has a rock mass with the following properties: σc = 6.5 MPa, σt = 3.8 MPa, φ = 35°. The rock mass has a RMR value of 55 and a Q-value of 1.5. A square pillar with a side length of 5 m is excavated in the rock mass. Assuming a tributary area factor of 1.2, determine the average pillar stress (σ) in the pillar. Also, if a rock bolt is to be installed in the pillar, what should be its minimum capacity (T) in kN to prevent failure? Consider the rock bolt to be 10 m long and assume a rock mass deformation modulus (E') of 10 GPa.","σ = 4.2 MPa, T = 150 kN","σ = 4.5 MPa, T = 120 kN","σ = 4.8 MPa, T = 180 kN","σ = 5.1 MPa, T = 160 kN",2
887,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine has a rock face with a strike length of 50 m and a dip length of 20 m. The rock mass rating (RMR) is 40. The uniaxial compressive strength (UCS) of the rock is 120 MPa. The major principal stress (σ1) is 10 MPa and the minor principal stress (σ3) is 5 MPa. A 5 m long rock bolt with a diameter of 25 mm is to be installed at an angle of 30° to the horizontal. The rock bolt has a yield strength of 1500 MPa and a ultimate strength of 2000 MPa. The tributary area of the rock bolt is 0.1 m². The rock bolt is to be loaded with a force of 100 kN. Determine the factor of safety against failure using the Mohr-Coulomb failure criterion, considering the effect of the rock bolt. Also, calculate the capacity of the rock bolt in terms of the axial force it can resist. Express your answer in a dimensionless form.","FS = 1.2, Rock bolt capacity = 150 kN","FS = 1.5, Rock bolt capacity = 180 kN","FS = 1.8, Rock bolt capacity = 220 kN","FS = 2.2, Rock bolt capacity = 260 kN",2
888,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine has a seam of 2.5 m thickness with a uniaxial compressive strength of 25 MPa. The rock mass has a Bieniawski RMR of 55. Using the Barton Q-system, the equivalent rock mass strength is estimated to be 4.2 MPa. If a square pillar of 3 m side length is excavated in the seam, and a rock bolt is installed with a capacity of 100 kN, what is the maximum allowable tributary area of the pillar for safe excavation, assuming a factor of safety of 1.5? The rock mass has a unit weight of 25 kN/m³.",10 m²,12 m²,15 m²,18 m²,2
889,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A circular tunnel of 4 m diameter is excavated in a rock mass with a uniaxial compressive strength of 250 MPa. The rock mass is classified as RMR = 55. If a rock bolt of 20 mm diameter is installed at a spacing of 1 m x 1 m, what is the minimum axial load required to prevent failure of the rock mass, considering a cohesion of 20 MPa and an angle of internal friction of 30°? Assume a tributary area factor of 1.5 and a rock bolt capacity of 150 kN/m.",120 kN,180 kN,240 kN,300 kN,2
890,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine has a rock mass with the following properties: RMR = 42, Q = 3.5, and θ = 30°. The rock mass is subjected to a major principal stress of 10 MPa. Determine the minor principal stress (σ3) required to cause failure using the Mohr-Coulomb failure criterion. Assume the cohesion (c) is 0.5 MPa and the friction angle (φ) is 25°. Also, calculate the factor of safety (FS) if the actual minor principal stress is 8 MPa.","σ3 = 11.45 MPa, FS = 1.12","σ3 = 12.75 MPa, FS = 1.05","σ3 = 13.25 MPa, FS = 1.03","σ3 = 14.50 MPa, FS = 1.00",2
891,"Mine Planning, Geostatistics & Economics",Mine Planning,14,"A mine plans to extract 100,000 tonnes of ore from a block model with an average grade of 2.5% Cu. The mining cost is estimated to be $120/tonne and the selling price of copper is $6,500/tonne. The net present value (NPV) of the project is to be calculated using a discount rate of 10% and a lifespan of 5 years. The semivariogram model for the block model is given by: γ(h) = 0.5 + 0.2|h| + 0.1|h|^2, where γ(h) is the semivariogram and h is the lag. The spherical semivariogram sill is 1.5 and the nugget effect is 0.2. Ordinary Kriging estimation variance is given by: σ^2 = 0.01 + 0.005|μ|, where σ^2 is the estimation variance and μ is the mean. Calculate the NPV of the project.","$1,250,000","$1,500,000","$1,750,000","$2,000,000",1
892,"Mine Planning, Geostatistics & Economics",Net Present Value,14,"A coal mine is planning to invest in a new longwall mining equipment. The initial investment is ₹ 1.5 crores. The equipment has a life of 8 years and is expected to produce 3.2 million tons of coal per year. The selling price of coal is ₹ 2,500 per ton. The operating costs are ₹ 1,800 per ton. The annual discount rate is 10%. Calculate the Net Present Value (NPV) of the investment, considering the initial investment and the annual cash inflows. Assume a semivariogram sill of 0.05 Ns²/m⁸ and nugget effect of 0.02 Ns²/m⁸ for the coal grade estimation. Ordinary Kriging is used for estimation. The estimation variance is 0.005.",₹ 1.23 crores,₹ 1.42 crores,₹ 1.62 crores,₹ 1.82 crores,2
893,"Mine Planning, Geostatistics & Economics",Mine Planning,14,"A coal mine is planning to extract 5 million tonnes of coal over the next 10 years. The annual extraction rate is 500,000 tonnes. The operating costs are estimated to be $1.2 million per year, and the capital costs are $10 million. The coal price is expected to be $80 per tonne. The semivariogram model for the coal grade is given by: γ(h) = 0.5 + 0.3 * (h/100)^2 * (1 - exp(-h/100)). The spherical semivariogram sill is 1.2, and the nugget effect is 0.2. The Ordinary Kriging estimation variance is given by: σ^2 = 0.5 * (1 - 0.5 * (h/100)^2). Calculate the Net Present Value (NPV) of the project, considering a discount rate of 10% per annum.",$34.6 million,$35.8 million,$36.9 million,$37.1 million,2
894,"Mine Planning, Geostatistics & Economics",Net Present Value,14,"A mining project has an initial investment of ₹ 10 crores and a lifespan of 5 years. The annual production rate is 0.5 million tonnes per year. The price of the mineral is ₹ 300 per tonne. The operating costs are ₹ 150 per tonne and the maintenance costs are ₹ 50 per tonne. The discount rate is 12% per annum. The spherical semivariogram model for the mineral reserve has a sill of 100 Ns²/m⁸ and a nugget effect of 20 Ns²/m⁸. The Ordinary Kriging estimation variance is 15% of the sill. Calculate the Net Present Value (NPV) of the project, considering the estimation variance.",₹ 2.34 crores,₹ 2.45 crores,₹ 2.56 crores,₹ 2.67 crores,2
895,"Mine Planning, Geostatistics & Economics",Economic Evaluation of Mining Projects,14,"A mining project has an initial investment of ₹ 1.5 crores and an estimated life of 5 years. The project generates a revenue of ₹ 5 lakhs per year. The costs associated with the project are: ₹ 1.2 lakhs per year for operating expenses, ₹ 0.5 lakhs per year for maintenance expenses, and ₹ 0.8 lakhs per year for depreciation. The project also requires an additional investment of ₹ 1 crore after 3 years. The interest rate is 10% per annum. Calculate the Net Present Value (NPV) of the project. Assume a spherical semivariogram model with a nugget effect of 10% and a sill of 100 Ns²/m⁸. Ordinary Kriging estimation variance is 20% of the nugget effect. The estimation variance is 0.2 m³/s. The project's production rate is 5000 m³/s. The cut-off grade is 1.2% Cu. The ore is sold at ₹ 0.5 lakhs per tonne. The grade of the ore is normally distributed with a mean of 1.5% Cu and a standard deviation of 0.2% Cu. The grade of the ore is estimated using Ordinary Kriging with a support of 10 m. The project's production rate is 5000 m³/s. The cut-off grade is 1.2% Cu. The ore is sold at ₹ 0.5 lakhs per tonne.",₹ 2.15 crores,₹ 2.35 crores,₹ 2.45 crores,₹ 2.55 crores,2
896,"Mine Planning, Geostatistics & Economics",Economic Evaluation of Mining Projects,14,"A mining company is planning to invest in an open-pit mine with a proposed production rate of 2.5 × 10^5 tonnes per year. The mine is expected to operate for 10 years. The initial investment required for the mine development is ₹ 50 crores. The operating costs are estimated to be ₹ 1.2 crores per year. The revenue generated per tonne of ore mined is ₹ 250. The company uses a discount rate of 12% for NPV calculations. Assuming a spherical semivariogram model with a sill of 100 Ns²/m⁸ and a nugget effect of 20 Ns²/m⁸, and using Ordinary Kriging for grade estimation, calculate the Net Present Value (NPV) of the project, rounded to two decimal places. Also, determine the Internal Rate of Return (IRR) of the project. If the IRR is greater than the discount rate, indicate the IRR value. ","NPV = ₹ 23.45 crores, IRR = 15%","NPV = ₹ 25.67 crores, IRR = 12%","NPV = ₹ 28.90 crores, IRR = 18%","NPV = ₹ 31.13 crores, IRR = 15%",1
897,Mine Surveying & Geomatics,Bowditch rule traverse closing error,14,"A mine survey traverse is conducted using EDM instruments. The traverse consists of 8 lines with a total length of 1200 m. The EDM instrument is calibrated to have a sensitivity of 2 × 10^(-5) m. The instrument's corrections for temperature (Δt) and pressure (Δp) are given as follows: Δt = 0.5 × 10^(-6) m/°C and Δp = 1.2 × 10^(-6) m/kPa. If the closing error of the traverse is 0.012 m, and the instrument's corrections for temperature and pressure are 25°C and 100 kPa respectively, calculate the value of the missing line length, L3, using the Bowditch rule. Round off your answer to two decimal places.",L3 = 145.67 m,L3 = 146.23 m,L3 = 146.58 m,L3 = 147.12 m,2
898,Mine Surveying & Geomatics,Bowditch rule traverse closing error,14,"A mine survey traverse consists of 8 stations with the following coordinates: 

| Station | Easting (m) | Northing (m) |
| --- | --- | --- |
| A | 100.0 | 200.0 |
| B | 120.0 | 220.0 |
| C | 140.0 | 240.0 |
| D | 160.0 | 260.0 |
| E | 180.0 | 280.0 |
| F | 200.0 | 300.0 |
| G | 220.0 | 320.0 |
| H | 240.0 | 340.0 |

The traverse is closed using the Bowditch rule. If the computed closing error is 0.03 m and the leveling sensitivity is 0.0005 m/m, calculate the EDM correction (in mm) for the 5th station.",0.12 mm,0.15 mm,0.18 mm,0.21 mm,2
899,Mine Surveying & Geomatics,Bowditch rule traverse closing error,14,"A mine surveyor is conducting a traverse survey using the Bowditch rule. The survey consists of 5 stations with the following coordinates: 

Station 1: (15.0, 20.0), Station 2: (25.0, 30.0), Station 3: (35.0, 40.0), Station 4: (45.0, 50.0), Station 5: (55.0, 60.0). The surveyor has also measured the following angles: 

Station 1-2: 60°, Station 2-3: 75°, Station 3-4: 90°, Station 4-5: 105°. The surveyor wants to compute the closing error using the Bowditch rule. If the leveling sensitivity is 1.2 mm/m and the EDM correction is 2.5 mm, what is the magnitude of the closing error (in mm) if the surveyor uses the following values for the missing line computation: 

Missing line 1: 50.0 m, Missing line 2: 75.0 m, Missing line 3: 100.0 m, Missing line 4: 125.0 m?",17.32 mm,20.45 mm,23.58 mm,26.71 mm,2
900,Mine Surveying & Geomatics,Bowditch rule traverse closing error,14,"A mine survey traverse with 5 stations and 6 lines is to be closed using the Bowditch rule. The following data is given:

| Line | Distance (m) | Azimuth (°) |
| --- | --- | --- |
| 1   | 150.00      | 30.00      |
| 2   | 200.00      | 120.00     |
| 3   | 100.00      | 210.00     |
| 4   | 250.00      | 300.00     |
| 5   | 180.00      | 90.00      |
| 6   | 220.00      | 60.00      |

If the closing error is 0.05°, calculate the correction in metres to be applied to line 3, given that the leveling sensitivity is 1 mm/m and the EDM correction factor is 0.999.",0.123 m,0.234 m,0.345 m,0.456 m,2
901,Mine Surveying & Geomatics,Bowditch rule traverse closing error,14,"A mine survey traverse consists of 10 lines with a total length of 5.2 km. The traverse is closed using the Bowditch rule. If the closing error is 1.8 m, and the EDM measurements have a standard deviation of 0.0005 m, calculate the probable error of the traverse. Assume a leveling sensitivity of 1:100,000 and the EDM correction factor is 0.998. The traverse is surveyed using a total station with an accuracy of ± 1 mm + 1 ppm.",2.35 m,2.45 m,2.55 m,2.65 m,2
902,Mine Surveying & Geomatics,Bowditch rule traverse closing error,14,"A mine survey traverse is conducted using a total station. The traverse is closed using the Bowditch rule. The EDM measurements are as follows: AB = 50.00 m, BC = 75.00 m, CD = 40.00 m, DA = 65.00 m. The instrument constant is 1.2 mm/m. The leveling sensitivity is 0.5 mm/m. The EDM corrections are: AB = +2.5 mm, BC = -1.8 mm, CD = +3.2 mm, DA = -2.1 mm. Calculate the closing error using the Bowditch rule, considering the leveling sensitivity and EDM corrections.",0.045 m,0.048 m,0.052 m,0.055 m,2
